task_id,task_name,description_output,confidence
77,3906de3d.json,"To make the output, you have to...imagine the blue is a vacuum and sucks the red up into the open spaces.  Move all red straight up.",10.0
77,3906de3d.json,"To make the output, you have to...imagine the blue is a vacuum and sucks the red up into the open spaces.  Move all red straight up.",10.0
77,3906de3d.json,"To make the output, you have to...imagine the blue is a vacuum and sucks the red up into the open spaces.  Move all red straight up.",10.0
78,39a8645d.json,"To make the output, you have to...just change size to contain the yellow or light blue objects",3.0
78,39a8645d.json,"To make the output, you have to...successfully",10.0
78,39a8645d.json,"To make the output, you have to... count the number of copies of each shape. Zoom in on the shape with the most copies.",5.0
78,39a8645d.json,"To make the output, you have to....zoom the size",
78,39a8645d.json,"To make the output, you have to...create a pattern same as the original one, but only for the light blue and yellow colored patterns.",1.0
79,39e1d7f9.json,"To make the output, you have to.... Copy the input.  Identify a shape composed of a center color x surrounded by squares composed of color y.  Replicate the surrounding color y shape around every instance of color x squares.  Done.",6.0
79,39e1d7f9.json,"To make the output, you have to...copy the input grid, replicate the main pixel placement within the grid and replicate half at the top right corner.",10.0
79,39e1d7f9.json,"To make the output, you have to...copy the input grid, replicate the main pixel placement within the grid and replicate half at the top right corner.",10.0
79,39e1d7f9.json,"To make the output, you have to...copy the input grid. Add green pixels on the isolated green pixel in each of the three corners/sides. The top of the pink pixel, the left side and to the right.",
79,39e1d7f9.json,"To make the output, you have to...complete the small part as the same as the complete pattern .",8.0
80,3aa6fb7a.json,"To make the output, you have to....nice very useful survey",
80,3aa6fb7a.json,"To make the output, you have to...fill in the missing corners with a blue square.",7.0
80,3aa6fb7a.json,"To make the output, you have to...blue block add",10.0
80,3aa6fb7a.json,"To make the output, you have to... finish the task.",
81,3ac3eb23.json,"To make the output, you have to...alternatively boxes going down fill in colors",6.0
81,3ac3eb23.json,"To make the output, you have to...alternatively boxes going down fill in colors",6.0
81,3ac3eb23.json,"To make the output, you have to... put a space in between each color going down. Then do the same on both sides of that line except skip the first box and leave it black. Do the same for the other if there is another color box.",5.0
81,3ac3eb23.json,"To make the output, you have to... put a space in between each color going down. Then do the same on both sides of that line except skip the first box and leave it black. Do the same for the other if there is another color box.",5.0
81,3ac3eb23.json,"To make the output, you have to...take each color and think of it as a 3 column checkerboard. For each color included, you need to go down and put that color in the opposite spot of the last row. For example, if the color is in the center on the first row, the second row would have color in column one and three. The next row would go back to color in column 2, and so on.",8.0
81,3ac3eb23.json,"To make the output, you have to...take it as 3 column for each square and fill as a chess board pattern",10.0
81,3ac3eb23.json,"To make the output, you have to...make it look like a checkerboard: use the top square provided, the next row will be staggered color, blank, color; the next row will be one square, and so on and so forth to the end. The second colored square represents a new checkerboard design following the same rules. Use the same colors as the starting colored square provided.",8.0
81,3ac3eb23.json,"To make the output, you have to...make it look like a checkerboard: use the top square provided, the next row will be staggered color, blank, color; the next row will be one square, and so on and so forth to the end. The second colored square represents a new checkerboard design following the same rules. Use the same colors as the starting colored square provided.",8.0
81,3ac3eb23.json,"To make the output, you have to...make it look like a checkerboard: use the top square provided, the next row will be staggered color, blank, color; the next row will be one square, and so on and so forth to the end. The second colored square represents a new checkerboard design following the same rules. Use the same colors as the starting colored square provided.",8.0
82,3af2c5a8.json,"To make the output, you have to... place the input shape in the top left corner. Mirror the pattern from the input shape down and to the right, then fill in the bottom right to finish the mirror image.",3.0
82,3af2c5a8.json,"To make the output, you have to...imagine grid is cut in half vertical. Copy pattern to top and below left half. Mirror pattern to right half of grid to top and below.",6.0
82,3af2c5a8.json,"To make the output, you have to...imagine grid is cut in half vertical. Copy pattern to top and below left half. Mirror pattern to right half of grid to top and below.",6.0
82,3af2c5a8.json,"To make the output, you have to...imagine grid is cut in half vertical. Copy pattern to top and below left half. Mirror pattern to right half of grid to top and below.",6.0
82,3af2c5a8.json,"To make the output, you have to...mirror the pattern",5.0
82,3af2c5a8.json,"To make the output, you have to...mirror the pattern",5.0
82,3af2c5a8.json,"To make the output, you have to...mirror the pattern",5.0
82,3af2c5a8.json,"To make the output, you have to...mirror the pattern",5.0
83,3bd67248.json,"To make the output, you have to...Two edge grid use to center of one grid.",
83,3bd67248.json,"To make the output, you have to... copy the input grid. Fill in all of the squares on the bottom row of the grid with yellow. Then draw a red line diagonal from the black square in the bottom left up to the top right of the grid. Do not change the bottom left color when you draw the yellow and red lines; the yellow and red lines each begin in the second column of the grid.",8.0
83,3bd67248.json,"To make the output, you have to... add a red diagonal line that start in the first black square diagonal to where the colored lines meet",
83,3bd67248.json,"To make the output, you have to...good experiment",
83,3bd67248.json,"To make the output, you have to... make a yellow line across the bottom horizontal. You then have to make an orange line starting from the bottom left and ending at the top right square. This orange line should go through the entire grid.",2.0
83,3bd67248.json,"To make the output, you have to... you need to make a yellow line perpendicular to the line located at the left half and then you draw a diagonal red line starting at the intersecting between both lines.",10.0
84,3bdb4ada.json,"To make the output, you have to...put black squares in the middle of the rectangle shapes so that the pattern is colored square, black square, colored square, black square and so on in the middle of each rectangle.",7.0
84,3bdb4ada.json,"To make the output, you have to....form multiple holes within the formed shapes, like as windows on an airplane, train or a bus.",7.0
84,3bdb4ada.json,"To make the output, you have to...shortest",9.0
85,3befdf3e.json,"To make the output, you have to...inverse the colors used in the original shape then add adjacent 4x2 shapes to the outer square on all four sides in the color of the new center square if it had a 2x2 center in the input, or a 3x1 shape on all four sides if the center had a 1x1 shape",5.0
85,3befdf3e.json,"To make the output, you have to... create the same shape, but switch the two colors. Use what is now your inside color and create a border around the outside square. This border will be the same width of the middle section of the same color. If a single block is in the center, then border will be 1x3 on both side and 3x1 on top/bottom. If center of shape is a 2x2 square, then border will be 2x4 on both side and 4x2 on top/bottom. Final shape should look like a plus sign.",6.0
85,3befdf3e.json,"To make the output, you have to... create the same shape, but switch the two colors. Use what is now your inside color and create a border around the outside square. This border will be the same width of the middle section of the same color. If a single block is in the center, then border will be 1x3 on both side and 3x1 on top/bottom. If center of shape is a 2x2 square, then border will be 2x4 on both side and 4x2 on top/bottom. Final shape should look like a plus sign.",6.0
85,3befdf3e.json,"To make the output, you have to...swap the colors used to fill in the square, then add two rows of the inside color running along each side of the outer portion of the square",2.0
85,3befdf3e.json,"To make the output, you have to...switch the colors so the are opposite of what they are now, but use the same colors. Add a additional layer of blocks around the square in the outer color.",
85,3befdf3e.json,"To make the output, you have to...reverse the colors of the original 3x3 square. Then add the inside color along the outside of the square, in a row of three on each side. Make sure the entire shape is two over from the left edge and two down from the top.",
85,3befdf3e.json,"To make the output, you have to...Copy the original input and paste it in the output.  Then inverse the colors, then add the amount of squares that filled the input square to each side, inverse the color. Do not worry about the corners.",7.0
86,3c9b0459.json,"To make the output, you have to...rotate the grid 180 degrees clockwise. That's it. Just fill in the grid with the original colors as if the grid rotated twice to the right (180 degrees).",10.0
86,3c9b0459.json,"To make the output, you have to...change position for every grid..",10.0
86,3c9b0459.json,"To make the output, you have to...reflect the grid",10.0
86,3c9b0459.json,"To make the output, you have to...  Create the same pattern as the input, just rotated 180 degrees.  Done.",9.0
86,3c9b0459.json,"To make the output, you have to...turn color block",10.0
87,3de23699.json,"To make the output, you have to...change the group of blocks in the center to the color of the surrounding 4 blocks.",
87,3de23699.json,"To make the output, you have to...copy the grid bounded by the four corner cells",
87,3de23699.json,"To make the output, you have to...Copy the inside colored blocks of the input and then change all the block colors to the colors of the blocks that is on the outside of the input image.",
87,3de23699.json,"To make the output, you have to...fill the same color to the inside shape of the outside random grid.",
87,3de23699.json,"To make the output, you have to...use the color of the single 4 boxes and replicate the shapes from the input grid.",6.0
87,3de23699.json,"To make the output, you have to...change the color of the colored shape to the color of the four corner squares.",9.0
88,3e980e27.json,"To make the output, you have to...copy the input. For the green blocks that have nothing around them, make the same placement of blocks around them as the green block from the input that has blocks around it. If there are red blocks with nothing around them in the end result you want to make them be a mirrored image of the input red block, making the colors around the red block go in the opposite direction in on the horizontal.",7.0
88,3e980e27.json,"To make the output, you have to...copy the placement and color of the pixels surrounding the red or green pixels that are not alone to the pixels that are alone. If the pixel is green the placement and color of the surrounding pixels should be the same as the surrounded green pixel. This should be applied to all solo green pixels. The same should be done with the red pixels, but the placement of the surrounding pixels should be mirrored horizontally.",9.0
88,3e980e27.json,"To make the output, you have to...copy original pixels. If the single pixel is green, copy the color and pattern of pixels from the surrounded green pixel. For the single red pixels, do the same, but the placement of the surrounding pixels should be mirrored horizontally from the original.",9.0
89,3eda0437.json,"To make the output, you have to...find in the input the biggest square or rectangle that can be created with only black boxes. Then make that box area in the output pink instead of black.",8.0
89,3eda0437.json,"To make the output, you have to...find in the input the biggest square or rectangle that can be created with only black boxes. Then make that box area in the output pink instead of black.",8.0
89,3eda0437.json,"To make the output, you have to...find in the input the biggest square or rectangle that can be created with only black boxes. Then make that box area in the output pink instead of black.",8.0
89,3eda0437.json,"To make the output, you have to...find in the input the biggest square or rectangle that can be created with only black boxes. Then make that box area in the output pink instead of black.",8.0
89,3eda0437.json,"To make the output, you have to...examine the grid, find the black squares that will allow for a symmetrical shape of either a square or rectangle, and color those squares pink.",10.0
89,3eda0437.json,"To make the output, you have to...You should put a 3x3 red box in the  right edge and then a lot of black squares surrounded throughout.",
90,3f7978a0.json,"To make the output, you have to... IDENTIFY the ""central"" pattern in the input grid. This is includes the two grey columns with light blue tiles at the top, AND EVERYTHING in-between those two columns. Create an output grid size to match the size of the central pattern, and fill it with that pattern. It's like taking a part of the input grid and enlarging it onto the output grid.",9.0
90,3f7978a0.json,"To make the output, you have to...move along the same size",10.0
90,3f7978a0.json,"To make the output, you have to...move along the same size",10.0
90,3f7978a0.json,"To make the output, you have to...recreate the position of the black space and any blue squares that are between your gray lines. The four corners of your output will be the blue ends of the gray lines in the input. Make sure that the exact amount of black space between the two lines matches the input, and the placement of any blue squares in the black space also matches the exact location in the input. Your output grid should be no bigger on top/bottom or left/right of the blue squares at the end of each gray line.",9.0
90,3f7978a0.json,"To make the output, you have to...recreate the position of the black space and any blue squares that are between your gray lines. The four corners of your output will be the blue ends of the gray lines in the input. Make sure that the exact amount of black space between the two lines matches the input, and the placement of any blue squares in the black space also matches the exact location in the input. Your output grid should be no bigger on top/bottom or left/right of the blue squares at the end of each gray line.",9.0
90,3f7978a0.json,"To make the output, you have to...identify the four light blue squares that form a quadrant shape of either a rectangle or a square and then replicate everything inside that shape using the same light blue, gray and black colors.",10.0
90,3f7978a0.json,"To make the output, you have to...identify the four light blue squares that form a quadrant shape of either a rectangle or a square and then replicate everything inside that shape using the same light blue, gray and black colors.",10.0
90,3f7978a0.json,"To make the output, you have to...identify the four light blue squares that form a quadrant shape of either a rectangle or a square and then replicate everything inside that shape using the same light blue, gray and black colors.",10.0
90,3f7978a0.json,"To make the output, you have to...IDENTIFY the ""central"" pattern in the input grid. This is includes the two grey columns with light blue tiles at the top, AND EVERYTHING in-between those two columns. Create an output grid size to match the size of the central pattern, and fill it with that pattern. It's like taking a part of the input grid and enlarging it onto the output grid.",8.0
91,40853293.json,"To make the output, you have to...connect similar colors with that color.  where they overlap you should use the vertical color",7.0
91,40853293.json,"To make the output, you have to...connect similar colors with that color.  where they overlap you should use the vertical color",7.0
91,40853293.json,"To make the output, you have to...join the lines, red with red, green with green and the same with the other colors, lines cross each other but up to down lines are on top.",7.0
91,40853293.json,"To make the output, you have to...join the lines, red with red, green with green and the same with the other colors, lines cross each other but up to down lines are on top.",7.0
91,40853293.json,"To make the output, you have to...join the lines, red with red, green with green and the same with the other colors, lines cross each other but up to down lines are on top.",7.0
91,40853293.json,"To make the output, you have to...join the lines, red with red, green with green and the same with the other colors, lines cross each other but up to down lines are on top.",7.0
91,40853293.json,"To make the output, you have to...join the lines, red with red, green with green and the same with the other colors, lines cross each other but up to down lines are on top.",7.0
92,4093f84a.json,"To make the output, you have to...first copy the gray rows or columns exactly. Now imagine that the non-gray boxes are attracted to the gray rows like magnets. Move the non-gray boxes until they are touching the gray rows. Now, every box should be touching the gray rows. The last step is to change all of the non-gray boxes to be gray. The final result should be only gray boxes, all of them connected by the original gray rows/columns.",7.0
92,4093f84a.json,"To make the output, you have to...first copy the gray rows or columns exactly. Now imagine that the non-gray boxes are attracted to the gray rows like magnets. Move the non-gray boxes until they are touching the gray rows. Now, every box should be touching the gray rows. The last step is to change all of the non-gray boxes to be gray. The final result should be only gray boxes, all of them connected by the original gray rows/columns.",7.0
92,4093f84a.json,"To make the output, you have to...first copy the gray rows or columns exactly. Now imagine that the non-gray boxes are attracted to the gray rows like magnets. Move the non-gray boxes until they are touching the gray rows. Now, every box should be touching the gray rows. The last step is to change all of the non-gray boxes to be gray. The final result should be only gray boxes, all of them connected by the original gray rows/columns.",7.0
92,4093f84a.json,"To make the output, you have to...copy the gray itself.  Imagine the non-gray boxes are attracted to the gray columns/row like magnets.  so change the non-gray boxes to gray and remove the difference between so that each  now gray box is touching the central row.",10.0
92,4093f84a.json,"To make the output, you have to...copy the gray itself.  Imagine the non-gray boxes are attracted to the gray columns/row like magnets.  so change the non-gray boxes to gray and remove the difference between so that each  now gray box is touching the central row.",10.0
92,4093f84a.json,"To make the output, you have to...make all squares gray and bring them together",
93,41e4d17e.json,"To make the output, you have to...find the center of each square and add a magenta pixel to its center.  From that magenta pixel draw a line from each side of it (up, down, left, right) going straight to the border of the entire grid.  Each magenta line must reach the border of the square.  The magenta lines are allowed to cross over each other.",10.0
93,41e4d17e.json,"To make the output, you have to...find the center of each square and add a magenta pixel to its center.  From that magenta pixel draw a line from each side of it (up, down, left, right) going straight to the border of the entire grid.  Each magenta line must reach the border of the square.  The magenta lines are allowed to cross over each other.",10.0
93,41e4d17e.json,"To make the output, you have to...find the center of each square and add a magenta pixel to its center.  From that magenta pixel draw a line from each side of it (up, down, left, right) going straight to the border of the entire grid.  Each magenta line must reach the border of the square.  The magenta lines are allowed to cross over each other.",10.0
93,41e4d17e.json,"To make the output, you have to... Copy the grid. color each of the centers of the outlined squares pink. Continue creating a pink line vertically up and down from this pink center cell. DO NOT color the dark Blue outline. Create a pink horizontal line left and right from the pink center cell. DO NOT color the dark Blue outline. Do this for all outlined squares. you should be done.",8.0
93,41e4d17e.json,"To make the output, you have to...locate the center of each darker blue shape. Draw a horizontal and a vertical line in magenta, through the exact center of each shape.",2.0
93,41e4d17e.json,"To make the output, you have to...find the center of each square and add a magenta pixel to its center. From that magenta pixel draw a line from each side of it (up, down, left, right) going straight to the border of the entire grid. Each magenta line must reach the border of the grid but the lines may NOT override the blue border of the square. The magenta lines are allowed to cross over each other.",7.0
93,41e4d17e.json,"To make the output, you have to...find the center of each square and add a magenta pixel to its center. From that magenta pixel draw a line from each side of it (up, down, left, right) going straight to the border of the entire grid. Each magenta line must reach the border of the grid but the lines may NOT override the blue border of the square. The magenta lines are allowed to cross over each other.",7.0
94,4258a5f9.json,"To make the output, you have to...surround each of the grey boxes with a blue border",10.0
94,4258a5f9.json,"To make the output, you have to...surround each of the grey boxes with a blue border",10.0
94,4258a5f9.json,"To make the output, you have to...surround each of the grey boxes with a blue border",10.0
94,4258a5f9.json,"To make the output, you have to...surround each grey box with blue",6.0
94,4258a5f9.json,"To make the output, you have to...surround each of the grey boxes with a 3x3 blue border",10.0
95,4290ef0e.json,"To make the output, you have to...put the shapes inside one another so they fit in the large shape. Leave the background the same color.",
95,4290ef0e.json,"To make the output, you have to...put all the shapes inside one another from the most large to the most small, and keep the colors the same.",0.0
95,4290ef0e.json,"To make the output, you have to...place the outlines inside each other so the big one contain all others within it, leave the background the same color.",8.0
95,4290ef0e.json,"To make the output, you have to...place the square outlines from large to small within each other. The square spaces that are not filled should remain the same as the background square colors.",3.0
95,4290ef0e.json,"To make the output, you have to... copy the background color and place all of the shapes in order of size within each other. Square will be in the center, box around that, then corners until all shapes fit exactly in the size of the grid. Keep all shapes their original color.",7.0
95,4290ef0e.json,"To make the output, you have to... copy the background color and place all of the shapes in order of size within each other. Square will be in the center, box around that, then corners until all shapes fit exactly in the size of the grid. Keep all shapes their original color.",7.0
96,42a50994.json,"To make the output, you have to...copy the input grid, identify which pixels are connected or touching any other and change background colors of single pixels to the background color or black. Done",10.0
96,42a50994.json,"To make the output, you have to...remove all the single pixels",10.0
96,42a50994.json,"To make the output, you have to...find the single colored dots that  have not connect with others. you have to remove the dots that is not  connected with others and leave it as black.",10.0
96,42a50994.json,"To make the output, you have to...  copy the input grid.  Identify which pixels are connected or touching another pixel and which are singletons not touching any other.  Change the color of each singleton pixel to the color of the background. Done.",10.0
97,4347f46a.json,"To make the output, you have to...make black squares in the square",5.0
97,4347f46a.json,"To make the output, you have to...replace all colored blocks inside the rectangular shapes with black so there is only a colored outline of the shapes",9.0
97,4347f46a.json,"To make the output, you have to...replace all colored blocks inside the rectangular shapes with black so there is only a colored outline of the shapes",9.0
97,4347f46a.json,"To make the output, you have to...replace all colored blocks inside the rectangular shapes with black so there is only a colored outline of the shapes",9.0
97,4347f46a.json,"To make the output, you have to...remove the center of the blocks with black and have a single block wide line for each square.",7.0
98,444801d8.json,"To make the output, you have to...blue and red color",
98,444801d8.json,"To make the output, you have to...same color change",10.0
98,444801d8.json,"To make the output, you have to...In the input, you should see...fill single complete grid",10.0
98,444801d8.json,"To make the output, you have to...In the input, you should see...fill single complete grid",10.0
98,444801d8.json,"To make the output, you have to...In the input, you should see...fill single complete grid",10.0
99,445eab21.json,"To make the output, you have to...fill with the color",10.0
99,445eab21.json,"To make the output, you have to... fill the 2x2 grid with the color of the bottom most pattern on the input grid",3.0
99,445eab21.json,"To make the output, you have to...fill the entire 2x2 grid with the same color of the biggest square pattern that is in the original.",10.0
99,445eab21.json,"To make the output, you have to...fill the entire 2x2 grid with the same color of the biggest square pattern that is in the original.",10.0
100,447fd412.json,"To make the output, you have to...  First copy the input grid.  Look at the lone upper shape, add colored pixels to the pixels lower in the grid such that they are of the same shape and color, even if they have to be proportionally larger or smaller, than the shape in the upper part of the field.",5.0
100,447fd412.json,"To make the output, you have to...  First copy the input grid.  Look at the lone upper shape, add colored pixels to the pixels lower in the grid such that they are of the same shape and color, even if they have to be proportionally larger or smaller, than the shape in the upper part of the field.",5.0
100,447fd412.json,"To make the output, you have to...copy exact but make the lower group fill in to look like the shape  at the top.",
100,447fd412.json,"To make the output, you have to...If you have the same amount of other colored squares, simply copy the pattern. If you have more other color squares, copy the pattern but be sure to fill in more space",7.0
100,447fd412.json,"To make the output, you have to...If you have the same amount of other colored squares, simply copy the pattern. If you have more other color squares, copy the pattern but be sure to fill in more space",7.0
100,447fd412.json,"To make the output, you have to....fill in the black squares in between the red squares with the blue squares.  Each red square has one group of blue square",
100,447fd412.json,"To make the output, you have to...add blue color fill to the red blocks to reproduce the upper shape. Leave the red blocks the same size. The new shape can be a different size.",6.0
101,44d8ac46.json,"To make the output, you have to...fill the black area within the gray with red if it is a square; otherwise, leave it alone.",9.0
101,44d8ac46.json,"To make the output, you have to...fill in the holes with orange that are perfect squares only. Do not fill in rectangles or L shapes",0.0
101,44d8ac46.json,"To make the output, you have to...color the center point of the grey box with orange",
101,44d8ac46.json,"To make the output, you have to... if the big gray squares have a perfect black square within it, color it red. Perfect squares are such as 1x1, 2x2, 3x3.",8.0
102,44f52bb0.json,"To make the output, you have to....fill in the first, second and last with blue and fill in the other three with yellow.",10.0
102,44f52bb0.json,"To make the output, you have to...fill in the first, second and last with blue and fill in the other three with yellow.",9.0
102,44f52bb0.json,"To make the output, you have to...change it to either blue or orange",0.0
102,44f52bb0.json,"To make the output, you have to...if input has 3 or 4 red tiles output is orange. if in put has 2, 5, or 6 red tiles output is blue.",5.0
103,4522001f.json,"To make the output, you have to...make grid 9x9. Note the diagonal that the red square is in in the input. The green square in the diagonal will indicate which corner in the output you should put a 4x4 green square in the output. The red square indicates which corner another 4x4 green square will touch it your new square in the output grid. So you will have two green 4x4 squares touching each other  corner to corner.",7.0
103,4522001f.json,"To make the output, you have to...make grid 9x9. Note the diagonal that the red square is in in the input. The green square in the diagonal will indicate which corner in the output you should put a 4x4 green square in the output. The red square indicates which corner another 4x4 green square will touch it your new square in the output grid. So you will have two green 4x4 squares touching each other  corner to corner.",7.0
103,4522001f.json,"To make the output, you have to... make the output grid 9x9 and make the grid black. Then, make a 4x4 green grid in the output in the same corner as the green square in the input. Then, make another 4x4 green square that is only touching the corner of the 4x4 square.",4.0
104,4612dd53.json,"To make the output, you have to...Fill in the black squares with red",7.0
104,4612dd53.json,"To make the output, you have to...Fill in the black squares with red",7.0
104,4612dd53.json,"To make the output, you have to...Fill in the black squares with red",7.0
104,4612dd53.json,"To make the output, you have to...reconnect the sides of the rectangle(s). Use red to fill in the missing pieces of the sides in a straight line, rebuilding the rectangle(s). You should end up with one or two rectangles.",3.0
104,4612dd53.json,"To make the output, you have to... draw input but fill black edge with red to make a particular border.",5.0
105,46442a0e.json,"To make the output, you have to...  Create a grid twice the size of the input.  Divide the output grid into 4 quadrants.  Replicate the input grid pixels in the upper right quad.  In the upper left quad, place the input grid that's been rotated clockwise 90 degrees.  In the lower right quad, place the input grid colored pixels that has been rotated 180 degrees.  In the lower left quad place a copy of the input grid that's been rotated 90 degrees COUNTER-CLOCKWISE.  Done.",9.0
105,46442a0e.json,"To make the output, you have to...  Create a grid twice the size of the input.  Divide the output grid into 4 quadrants.  Replicate the input grid pixels in the upper right quad.  In the upper left quad, place the input grid that's been rotated clockwise 90 degrees.  In the lower right quad, place the input grid colored pixels that has been rotated 180 degrees.  In the lower left quad place a copy of the input grid that's been rotated 90 degrees COUNTER-CLOCKWISE.  Done.",9.0
105,46442a0e.json,"To make the output, you have to...You have to follow the same pattern, but rotate it 180 degrees clockwise, and copy the result throughout the quadrant until you have final it. Every time you copy the result, you have to keep turn it.",7.0
105,46442a0e.json,"To make the output, you have to...create a grid twice the size if the input",
106,469497ad.json,"To make the output, you have to...fill in the grids with each colors so that it looks exactly like the input even though the out put will have a larger grid size. Then look at the colored square that is surrounded by black, and extend a diagonal red line from its corner all the way until it reaches the grid boundary or the colored border.",2.0
106,469497ad.json,"To make the output, you have to...recreate the input pattern in the larger output grid. For the border, the number of colors on the grid determines how many rows. So, a grid with 4 colors would have 4 rows on the bottom and 4 on the right, For the separate colored block multiply the number of colors by 2 in order to determine its size. So, a grid with 4 colors would mean the block would be 8x8. Finally, make a row of red squares extending from each corner of the separate block and ending at either the colored border or the edge of the grid.",6.0
106,469497ad.json,"To make the output, you have to... represent pattern but with a large output grid.",
106,469497ad.json,"To make the output, you have to...taking the same input grid and blowing it up by the same factor you increased the grid size by. The square and the colored borders should increase in size or thickness by the same factor as you increased the grid. Finally you should go to each corner of the square and add a diagonal line of red squares that will radiate out from the corners until they reach a corner or one of the colored borders.",4.0
106,469497ad.json,"To make the output, you have to...taking the same input grid and blowing it up by the same factor you increased the grid size by. The square and the colored borders should increase in size or thickness by the same factor as you increased the grid. Finally you should go to each corner of the square and add a diagonal line of red squares that will radiate out from the corners until they reach a corner or one of the colored borders.",4.0
106,469497ad.json,"To make the output, you have to... recreate the input but make it take up the whole, larger grid. So if the grid is now 10x10 and the input is 5x5, the 2x2 colored square should now be 4x4. If the grid is now 15x15, the square should be 6x6. If the grid is now 20x20 the square should be 8x8. The same is true of the border; if the border on the bottom and right is 1 color, it should become 2 squares thick in the output grid. If it is 2 colors it should become 3 squares thick and if it is 3 colors it should become 4 squares thick. If you took away the grid lines, the output would look just like the input except for the following extra change.As the final step, draw red diagonal lines coming out from each corner of the colored square until they reach the colored border or the edge of the grid.",3.0
106,469497ad.json,"To make the output, you have to... create the output grid, first identify how many colors there are on the black background, and multiply the number of colors by 5. So if you have 3 different colors, your grid will be 15x15 and if you have 2 different colors, your grid will be 10x10, and so on. Then multiply the colored square and the border by the number of colors and copy it onto the output grid so it will look like the input grid but in larger size.Finally, draw diagonal red lines out from each corner of the colored square to the edge of the black background.",4.0
106,469497ad.json,"To make the output, you have to... create the output grid, first identify how many colors there are on the black background, and multiply the number of colors by 5. So if you have 3 different colors, your grid will be 15x15 and if you have 2 different colors, your grid will be 10x10, and so on. Then multiply the colored square and the border by the number of colors and copy it onto the output grid so it will look like the input grid but in larger size.Finally, draw diagonal red lines out from each corner of the colored square to the edge of the black background.",4.0
106,469497ad.json,"To make the output, you have to... THE OUPUT SHOULD BE NOT mimicking AS INPUT BUT GIVE SOME DIFFERENT PATTERN",
107,46f33fce.json,"To make the output, you have to...some yellow and whole black",
107,46f33fce.json,"To make the output, you have to...For each single square, 15 more squares will appear around the original to form a 4x4 square shape of the same color.",1.0
107,46f33fce.json,"To make the output, you have to...fill the same color by 4x4 grid size.",10.0
107,46f33fce.json,"To make the output, you have to...fill the same color by 4x4 grid size.",10.0
107,46f33fce.json,"To make the output, you have to...keep the squares in there same location based on the lower left corner. double there size, keep same color.",5.0
107,46f33fce.json,"To make the output, you have to...keep the squares in there same location based on the lower left corner. double there size, keep same color.",5.0
107,46f33fce.json,"To make the output, you have to...5 colors multiple by 4 times.",
107,46f33fce.json,"To make the output, you have to...for each color square you change them to a 4x4 block of that color.  You will remove black squares in between them so that when you have the 4x4 colors, the colors will be touching.  The colors should also start by touching the outside of the grid.",5.0
107,46f33fce.json,"To make the output, you have to...fill a 4x4 square in the top left corner with green, a 4x4 square to the right of the green square, a 4x8 rectangle in the bottom left corner with blue and a 4x4 square in the bottom right corner with yellow.",
107,46f33fce.json,"To make the output, you have to...replace red pixels with a red block of 4x4 pixels from bottom right to top left, yellow pixel with a yellow block of 4x4 pixels from bottom right to top left, blue pixel with a blue block of 4x4 pixels from bottom right to top left, green pixel with a green block of 4x4 pixels from bottom right to top left. Always replace a pixel with a block of 4X4 of the same color starting from the   original pixel to the left and up.",
108,47c1f68c.json,"To make the output, you have to...      complete the holes",
108,47c1f68c.json,"To make the output, you have to...focus on top left change the alternative color then add four corners",
108,47c1f68c.json,"To make the output, you have to...repeat the pattern four times in each corner so that it mirrors the adjacent pattern",
108,47c1f68c.json,"To make the output, you have to...first, remove the red cross blocks in the input. Now, with the remaining grid, copy the colored blocks at the same position as in the input. Then, replicate the shape by creating the mirror image at each corner of the grid. Tips: The replicate shape in the top right should be the mirror image of the one in the top left. The replicate shape in the bottom left should be the mirror image of the one in the bottom right. The replicate shape in the top right should be the mirror image to the bottom right.  The replicate shape in the top left should be the mirror image to the bottom left.",
108,47c1f68c.json,"To make the output, you have to...take the pattern and put them in all 4 corners.   The right side pattern need to be flip.",
108,47c1f68c.json,"To make the output, you have to...output grid is when we read the instruction read clearly we got idea",
108,47c1f68c.json,"To make the output, you have to...use the same color as the middle row to create a symmetrical pattern.",
108,47c1f68c.json,"To make the output, you have to... Think of the new grid like the old grid with the divider removed. recreate the shape from the smaller top left grid of the input in the same color as the divider from the input. Mirror the shape in each of the remaining three quadrants along the x and y axis. for a total of 4 shapes in the same color. you are done.",8.0
108,47c1f68c.json,"To make the output, you have to...mirror the object that is seen in the top left black box into the other three black boxes and remove the colored cross.",
109,484b58aa.json,"To make the output, you have to... fill in the black areas with the pattern and keep the rest the same",
109,484b58aa.json,"To make the output, you have to...remove the black squares and use the pattern to fill in",
109,484b58aa.json,"To make the output, you have to...fill in the black spots with the continued diagonal pattern that is in the rest of the input so it looks like there is a uniform pattern on the whole grid",
109,484b58aa.json,"To make the output, you have to...not changed grid",
109,484b58aa.json,"To make the output, you have to...share",10.0
109,484b58aa.json,"To make the output, you have to...share",10.0
109,484b58aa.json,"To make the output, you have to...share",10.0
109,484b58aa.json,"To make the output, you have to...share",10.0
109,484b58aa.json,"To make the output, you have to...follow the pattern and fill in the black blocks so the whole grid is the patterns",7.0
109,484b58aa.json,"To make the output, you have to...replace black pattern with colored to match the main pattern.",
109,484b58aa.json,"To make the output, you have to...change all of the black areas to the colors in the background and match the background pattern.",8.0
110,48d8fb45.json,"To make the output, you have to...same pattern",5.0
